step,x_struct_raw_left_leg_norm,x_struct_raw_right_leg_norm,x_struct_raw_torso_norm,x_struct_raw_left_leg_var,x_struct_raw_right_leg_var,x_struct_raw_torso_var,x_struct_mixed_left_leg_norm,x_struct_mixed_right_leg_norm,x_struct_mixed_torso_norm,x_struct_mixed_left_leg_var,x_struct_mixed_right_leg_var,x_struct_mixed_torso_var,x_struct_norm_left_leg_norm,x_struct_norm_right_leg_norm,x_struct_norm_torso_norm,x_struct_norm_left_leg_var,x_struct_norm_right_leg_var,x_struct_norm_torso_var,h_struct_proj_left_leg_norm,h_struct_proj_right_leg_norm,h_struct_proj_torso_norm,h_struct_proj_left_leg_var,h_struct_proj_right_leg_var,h_struct_proj_torso_var,h_struct_pre_norm_left_leg_norm,h_struct_pre_norm_right_leg_norm,h_struct_pre_norm_torso_norm,h_struct_pre_norm_left_leg_var,h_struct_pre_norm_right_leg_var,h_struct_pre_norm_torso_var,h_struct_pre_inject_left_leg_norm,h_struct_pre_inject_right_leg_norm,h_struct_pre_inject_torso_norm,h_struct_pre_inject_left_leg_var,h_struct_pre_inject_right_leg_var,h_struct_pre_inject_torso_var,h_struct_post_inject_left_leg_norm,h_struct_post_inject_right_leg_norm,h_struct_post_inject_torso_norm,h_struct_post_inject_left_leg_var,h_struct_post_inject_right_leg_var,h_struct_post_inject_torso_var
183000,6.3134851456,6.3127541542,6.3316330910,2.8752436638,2.8790273666,2.9136192799,7.9097566605,8.0176677704,7.8256726265,4.4293270111,4.5401673317,4.3993859291,3.7314743996,3.7257111073,3.6102240086,0.8279639482,0.8252571821,0.7732549310,8.8671321869,8.9928092957,7.5817270279,0.3198226988,0.3295670748,0.2312322706,16.8056583405,16.7907390594,16.7581920624,1.1036449671,1.1016600132,1.0975761414,19.1652832031,19.0743408203,18.8936023712,1.4360049963,1.4224154949,1.3953856230,14.7959852219,14.7205829620,13.7546701431,0.8628789783,0.8533427715,0.7434975505
184000,6.4363670349,6.4406461716,6.4448943138,2.9015688896,2.9153606892,2.9480702877,8.0523700714,8.1359415054,7.9417028427,4.5024909973,4.5956430435,4.4551181793,3.7481253147,3.7383570671,3.6185371876,0.8351749182,0.8306247592,0.7766056657,8.9807605743,9.1005086899,7.6287312508,0.3275471926,0.3370597363,0.2342039496,16.8312702179,16.8124103546,16.7742176056,1.1070097685,1.1045122147,1.0996906757,19.2270107269,19.1111965179,18.9156551361,1.4452738762,1.4279389381,1.3986624479,14.8045988083,14.7142982483,13.7298641205,0.8636516929,0.8525183797,0.7409387827
185000,5.9320840836,5.9349536896,5.9502220154,2.7175331116,2.7276237011,2.7687103748,7.4988055229,7.5794095993,7.4071912766,4.1903209686,4.2799520493,4.1542143822,3.6899728775,3.6818180084,3.5735256672,0.8106223345,0.8068249226,0.7581715584,8.7378816605,8.8376960754,7.5045900345,0.3114667237,0.3193887472,0.2266630679,16.8049755096,16.7880306244,16.7619457245,1.1035653353,1.1013169289,1.0980806351,19.2012004852,19.1069984436,18.9391231537,1.4413660765,1.4272660017,1.4020859003,14.6482257843,14.5757083893,13.6583433151,0.8460029960,0.8371219039,0.7330089211
186000,6.0846405029,6.0847964287,6.1199603081,2.8184721470,2.8132882118,2.8735828400,7.6455831528,7.7187175751,7.5611691475,4.3004326820,4.3786592484,4.2728581429,3.6933557987,3.6843285561,3.5772101879,0.8117820621,0.8076261282,0.7595323920,8.7181749344,8.8380775452,7.4944291115,0.3098677695,0.3189108372,0.2258994281,16.8161106110,16.8018074036,16.7718734741,1.1050279140,1.1031177044,1.0993829966,19.2282352448,19.1283035278,18.9564132690,1.4454183578,1.4304485321,1.4047001600,14.6206760406,14.5421380997,13.6206541061,0.8428321481,0.8331507444,0.7289701700
187000,6.4724020958,6.4690537453,6.5198802948,2.9302051067,2.9388854504,3.0011844635,8.0625896454,8.1679048538,7.9886159897,4.5056633949,4.6189980507,4.4907221794,3.7390649319,3.7275800705,3.6145060062,0.8309463859,0.8255247474,0.7748181820,8.9107227325,9.0162477493,7.5689859390,0.3225408792,0.3305138946,0.2301825732,16.8250751495,16.8129463196,16.7815742493,1.1062244177,1.1046164036,1.1006891727,19.2337760925,19.1313571930,18.9534454346,1.4464244843,1.4310888052,1.4043325186,14.8390178680,14.7222461700,13.7251834869,0.8679684997,0.8537974358,0.7405778170
188000,6.0626955032,6.0633287430,6.0464296341,2.7423512936,2.7508125305,2.7657773495,7.6575179100,7.7190437317,7.5281491280,4.2539362907,4.3227367401,4.1799373627,3.7243180275,3.7135956287,3.5962491035,0.8258967996,0.8209593296,0.7678405643,8.9102668762,9.0026521683,7.6071162224,0.3241009116,0.3318692744,0.2333915383,16.8373279572,16.8163108826,16.7882671356,1.1078338623,1.1050634384,1.1015594006,19.2812862396,19.1647968292,18.9868831635,1.4535294771,1.4360940456,1.4092563391,14.6819944382,14.5987749100,13.6415548325,0.8500251174,0.8400949240,0.7314103246
189000,5.9620337486,5.9638943672,5.9713811874,2.7357795238,2.7388095856,2.7670569420,7.5385169983,7.6230068207,7.4329910278,4.1973853111,4.2836332321,4.1449904442,3.7085714340,3.6974613667,3.5841219425,0.8193304539,0.8140874505,0.7628282905,8.7750949860,8.8880968094,7.5302696228,0.3151968718,0.3239033222,0.2285292894,16.8188419342,16.8045578003,16.7720279694,1.1054015160,1.1035170555,1.0994141102,19.2813472748,19.1752853394,18.9908370972,1.4535882473,1.4377328157,1.4098579884,14.7047262192,14.5852222443,13.6587791443,0.8536115289,0.8390382528,0.7334705591
190000,6.1050300598,6.1098980904,6.1468534470,2.7826504707,2.7989776134,2.8485627174,7.6682238579,7.7747478485,7.5872077942,4.2706260681,4.3804206848,4.2398810387,3.7086653709,3.7016625404,3.5906445980,0.8185843825,0.8152477741,0.7652749419,8.7782125473,8.8891315460,7.5247588158,0.3143623471,0.3229804337,0.2276777327,16.8378906250,16.8222332001,16.7894382477,1.1079251766,1.1058528423,1.1017234325,19.2975177765,19.1944046021,19.0104942322,1.4560271502,1.4405851364,1.4128268957,14.6600437164,14.5724401474,13.6264371872,0.8479410410,0.8372749686,0.7300025225
191000,6.2941417694,6.3061180115,6.3188562393,2.8757934570,2.8903172016,2.9283251762,7.8910870552,7.9863862991,7.8003396988,4.4124927521,4.5104408264,4.3860001564,3.7313990593,3.7256033421,3.6071329117,0.8285503387,0.8257986307,0.7722448707,8.8792438507,9.0133457184,7.5958814621,0.3217350841,0.3320621550,0.2325876802,16.8511543274,16.8390522003,16.8038501740,1.1096816063,1.1080588102,1.1036310196,19.3207111359,19.2273426056,19.0231952667,1.4596400261,1.4455893040,1.4147560596,14.7160463333,14.6433153152,13.6324558258,0.8543439507,0.8454630375,0.7306300998
192000,6.4928069115,6.4933419228,6.5300016403,2.9336342812,2.9382584095,2.9921298027,8.1157627106,8.2030878067,8.0102252960,4.5336065292,4.6212821007,4.4851455688,3.7536373138,3.7434899807,3.6247467995,0.8375468254,0.8328030705,0.7793335319,8.9967422485,9.1145324707,7.6329770088,0.3289344311,0.3379721344,0.2344552577,16.8602237701,16.8510780334,16.8145980835,1.1108815670,1.1096599102,1.1050660610,19.3329601288,19.2278556824,19.0266132355,1.4615329504,1.4457052946,1.4153059721,14.7910137177,14.6897592545,13.6738586426,0.8628362417,0.8504452109,0.7354528308
193000,6.1681189537,6.1633687019,6.1957769394,2.8442807198,2.8496594429,2.9006609917,7.7184658051,7.8078536987,7.6303486824,4.3275156021,4.4196286201,4.2914643288,3.7079734802,3.7000062466,3.5877377987,0.8184249997,0.8146132827,0.7640600801,8.7940015793,8.9252519608,7.5093750954,0.3156207800,0.3256123662,0.2269007564,16.8611850739,16.8450660706,16.8098926544,1.1110181808,1.1088672876,1.1044334173,19.3563518524,19.2497406006,19.0576896667,1.4650256634,1.4488821030,1.4198800325,14.6155614853,14.5185203552,13.5548954010,0.8430361748,0.8311554193,0.7223929167
194000,5.9811425209,5.9841470718,5.9888033867,2.7035837173,2.7136156559,2.7399356365,7.5609626770,7.6386017799,7.4567494392,4.1694192886,4.2506179810,4.1215596199,3.7155523300,3.7064812183,3.5912966728,0.8223521709,0.8180870414,0.7658877969,8.8429641724,8.9505424500,7.5832033157,0.3200288117,0.3286275268,0.2320433855,16.8717765808,16.8464221954,16.8186683655,1.1124200821,1.1090697050,1.1056045294,19.3900871277,19.2657432556,19.0781269073,1.4701920748,1.4514867067,1.4229677916,14.6149940491,14.5227699280,13.5629615784,0.8434228897,0.8321930766,0.7231807113
195000,6.2628235817,6.2657394409,6.2959790230,2.8617932796,2.8717141151,2.9181342125,7.8472485542,7.9298329353,7.7461338043,4.3853816986,4.4732465744,4.3394179344,3.7253589630,3.7164032459,3.6002810001,0.8258942962,0.8216817975,0.7693195343,8.8749914169,8.9819469452,7.5489125252,0.3210949302,0.3296760619,0.2294664681,16.8767738342,16.8660469055,16.8313636780,1.1130818129,1.1116354465,1.1072890759,19.3984470367,19.2970848083,19.0984611511,1.4714381695,1.4560723305,1.4260437489,14.6250343323,14.5378217697,13.5501785278,0.8438197374,0.8332972527,0.7218162417
196000,6.2521815300,6.2546119690,6.2900023460,2.8411359787,2.8533625603,2.9166202545,7.8328070641,7.9105510712,7.7382802963,4.3654360771,4.4465360641,4.3269252777,3.7227151394,3.7128820419,3.6018931866,0.8247258067,0.8200866580,0.7700502872,8.8928022385,8.9971513748,7.5740661621,0.3224537969,0.3307796419,0.2311317027,16.8969440460,16.8780841827,16.8395423889,1.1157586575,1.1132346392,1.1083685160,19.4348144531,19.3191089630,19.1231403351,1.4770137072,1.4594541788,1.4297477007,14.6157712936,14.5353574753,13.5466508865,0.8430829048,0.8333874941,0.7216648459
197000,6.2873358727,6.2872810364,6.3342003822,2.9250025749,2.9243431091,2.9962210655,7.8690309525,7.9335904121,7.7722291946,4.4604105949,4.5283026695,4.4210853577,3.7062389851,3.6968836784,3.5861732960,0.8173325658,0.8129940033,0.7632741332,8.8091669083,8.9001731873,7.4930858612,0.3163259029,0.3233637214,0.2258861512,16.8804378510,16.8696975708,16.8361930847,1.1135934591,1.1121290922,1.1079373360,19.4206085205,19.3220767975,19.1223278046,1.4748021364,1.4598046541,1.4296236038,14.6132125854,14.5157556534,13.5256872177,0.8425068855,0.8307243586,0.7192783952
198000,6.1459398270,6.1478886604,6.1427321434,2.7831988335,2.7787232399,2.8100564480,7.7376365662,7.8029913902,7.6177635193,4.2881112099,4.3573775291,4.2254438400,3.7306823730,3.7173883915,3.5985820293,0.8288941979,0.8226934075,0.7689067125,8.9180269241,9.0149698257,7.6014957428,0.3250995874,0.3324632347,0.2331417799,16.8976116180,16.8808441162,16.8461589813,1.1158862114,1.1136279106,1.1092605591,19.4779434204,19.3565540314,19.1417827606,1.4837096930,1.4652012587,1.4325412512,14.6199474335,14.5086002350,13.5040779114,0.8440023661,0.8304156661,0.7169885039
199000,5.9224734306,5.9294381142,5.9518523216,2.7243087292,2.7365376949,2.7781560421,7.4769997597,7.5415558815,7.3780488968,4.1665248871,4.2373456955,4.1221652031,3.6880486012,3.6788074970,3.5673830509,0.8103901744,0.8060616255,0.7558975816,8.7616624832,8.8617954254,7.4739975929,0.3140499592,0.3221377432,0.2249916494,16.8811531067,16.8714866638,16.8385047913,1.1136901379,1.1123906374,1.1082435846,19.4675292969,19.3678913116,19.1662788391,1.4819403887,1.4668102264,1.4361759424,14.4837398529,14.4249019623,13.4375228882,0.8280044794,0.8211911321,0.7097836137
200000,5.9386558533,5.9288167953,5.9544219971,2.7258710861,2.7133708000,2.7607204914,7.5226063728,7.5682721138,7.4044523239,4.1935515404,4.2392253876,4.1220355034,3.6976625919,3.6856234074,3.5741832256,0.8146647215,0.8090426326,0.7587251067,8.7710161209,8.8705978394,7.5078439713,0.3148866892,0.3226783872,0.2270562053,16.8753108978,16.8697338104,16.8390235901,1.1129252911,1.1121683121,1.1083192825,19.4545574188,19.3583850861,19.1686515808,1.4800964594,1.4654790163,1.4365720749,14.5406570435,14.4224996567,13.4520874023,0.8354601264,0.8211126328,0.7116369009
